ダウンロードした時刻：2020/04/21 19:40:42

,札幌,札幌,札幌,札幌,札幌,札幌,仙台,仙台,仙台,仙台,仙台,仙台,東京,東京,東京,東京,東京,東京,福岡,福岡,福岡,福岡,福岡,福岡,大阪,大阪,大阪,大阪,大阪,大阪,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,広島,広島,広島,広島,広島,広島
2000/9,18.6,8,1,6,8,1,22.0,8,1,15,8,1,25.6,8,1,28,8,1,24.4,8,1,29,8,1,25.8,8,1,28,8,1,24.9,8,1,28,8,1,24.4,8,1,27,8,1
2000/10,11.6,8,1,0,8,1,15.5,8,1,0,8,1,18.8,8,1,8,8,1,19.7,8,1,9,8,1,19.7,8,1,12,8,1,18.9,8,1,12,8,1,19.1,8,1,15,8,1
2000/11,3.9,8,1,0,8,1,9.1,8,1,0,8,1,13.3,8,1,0,8,1,14.5,8,1,0,8,1,14.6,8,1,0,8,1,13.7,8,1,0,8,1,13.6,8,1,0,8,1
2000/12,-2.5,8,1,0,8,1,3.6,8,1,0,8,1,8.8,8,1,0,8,1,9.6,8,1,0,8,1,8.8,8,1,0,8,1,7.0,8,1,0,8,1,7.9,8,1,0,8,1
2001/1,-5.7,8,1,0,8,1,0.0,8,1,0,8,1,4.9,8,1,0,8,1,6.2,8,1,0,8,1,5.2,8,1,0,8,1,3.6,8,1,0,8,1,4.2,8,1,0,8,1
2001/2,-5.5,8,1,0,8,1,1.1,8,1,0,8,1,6.6,8,1,0,8,1,7.7,8,1,0,8,1,6.6,8,1,0,8,1,5.5,8,1,0,8,1,6.1,8,1,0,5,1
2001/3,0.2,8,1,0,8,1,4.9,8,1,0,8,1,9.8,8,1,0,8,1,10.9,8,1,0,8,1,9.7,8,1,0,8,1,8.5,8,1,0,8,1,9.3,8,1,0,8,1
2001/4,8.3,8,1,0,8,1,11.6,8,1,0,8,1,15.7,8,1,1,8,1,15.3,8,1,0,8,1,15.5,8,1,2,8,1,14.8,8,1,3,8,1,15.1,8,1,1,8,1
2001/5,13.4,8,1,5,8,1,15.4,8,1,0,8,1,19.5,8,1,10,8,1,20.1,8,1,18,8,1,20.6,8,1,17,8,1,19.9,8,1,15,8,1,20.0,8,1,18,8,1
2001/6,16.7,8,1,11,8,1,19.3,8,1,10,8,1,23.1,8,1,21,8,1,23.6,8,1,24,8,1,24.0,8,1,24,8,1,23.3,8,1,24,8,1,23.3,8,1,23,8,1
2001/7,20.7,8,1,17,8,1,24.7,8,1,27,8,1,28.5,8,1,31,8,1,27.8,8,1,31,8,1,29.2,8,1,31,8,1,28.5,8,1,31,8,1,28.2,8,1,30,8,1
2001/8,21.1,8,1,19,8,1,21.8,8,1,14,8,1,26.4,8,1,30,8,1,28.5,8,1,31,8,1,28.8,8,1,31,8,1,27.4,8,1,31,8,1,28.4,8,1,31,8,1
2001/9,17.1,8,1,2,8,1,20.1,8,1,11,8,1,23.2,8,1,23,8,1,24.0,8,1,29,8,1,24.4,8,1,26,8,1,23.7,8,1,26,8,1,23.8,8,1,26,8,1
2001/10,12.1,8,1,0,8,1,15.3,8,1,1,8,1,18.7,8,1,7,8,1,19.8,8,1,11,8,1,19.5,8,1,12,8,1,18.4,8,1,10,8,1,18.7,8,1,12,8,1
2001/11,5.0,8,1,0,8,1,9.4,8,1,0,8,1,13.1,8,1,0,8,1,13.2,8,1,0,8,1,13.2,8,1,0,8,1,11.6,8,1,0,8,1,11.6,8,1,0,8,1
2001/12,-3.4,8,1,0,8,1,2.7,8,1,0,8,1,8.4,8,1,0,8,1,8.3,8,1,0,8,1,8.3,8,1,0,8,1,6.7,8,1,0,8,1,6.8,8,1,0,8,1
2002/1,-2.5,8,1,0,8,1,3.2,8,1,0,8,1,7.4,8,1,0,8,1,7.9,8,1,0,8,1,7.2,8,1,0,8,1,4.9,8,1,0,8,1,5.9,8,1,0,8,1
2002/2,-0.6,8,1,0,8,1,3.6,8,1,0,8,1,7.9,8,1,0,8,1,8.4,8,1,0,8,1,7.3,8,1,0,8,1,6.1,8,1,0,8,1,6.6,8,1,0,8,1
2002/3,2.5,8,1,0,8,1,7.5,8,1,0,8,1,12.2,8,1,0,8,1,12.5,8,1,0,8,1,11.6,8,1,0,8,1,10.4,8,1,0,8,1,11.0,8,1,0,8,1
2002/4,9.6,8,1,0,8,1,11.9,8,1,1,8,1,16.1,8,1,3,8,1,16.6,8,1,4,8,1,16.6,8,1,4,8,1,15.8,8,1,5,8,1,15.7,8,1,0,8,1
2002/5,13.6,8,1,0,8,1,14.6,8,1,1,8,1,18.4,8,1,8,8,1,19.3,8,1,8,8,1,20.0,8,1,17,8,1,19.0,8,1,13,8,1,19.5,8,1,14,8,1
2002/6,15.9,8,1,5,8,1,17.9,8,1,8,8,1,21.6,8,1,17,8,1,23.6,8,1,26,8,1,23.6,8,1,23,8,1,22.8,8,1,22,8,1,23.5,8,1,27,8,1
2002/7,20.5,8,1,13,8,1,23.3,8,1,23,8,1,28.0,8,1,31,8,1,27.9,8,1,31,8,1,29.0,8,1,31,8,1,27.8,8,1,31,8,1,27.9,8,1,31,8,1
2002/8,20.1,8,1,10,8,1,24.4,8,1,23,8,1,28.0,8,1,30,8,1,27.8,8,1,31,8,1,29.0,8,1,31,8,1,28.5,8,1,31,8,1,28.3,8,1,31,8,1
2002/9,17.7,8,1,8,8,1,20.5,8,1,13,8,1,23.1,8,1,18,8,1,24.4,8,1,30,8,1,25.1,8,1,27,8,1,24.0,8,1,23,8,1,24.7,8,1,29,8,1
2002/10,12.0,8,1,1,8,1,15.6,8,1,4,8,1,19.0,8,1,11,8,1,18.8,8,1,11,8,1,18.9,8,1,14,8,1,18.0,8,1,12,8,1,17.9,8,1,12,8,1
2002/11,2.8,8,1,0,8,1,7.0,8,1,0,8,1,11.6,8,1,0,8,1,11.5,8,1,0,8,1,11.1,8,1,0,8,1,9.4,8,1,0,8,1,9.7,8,1,0,8,1
2002/12,-3.0,8,1,0,8,1,3.2,8,1,0,8,1,7.2,8,1,0,8,1,9.1,8,1,0,8,1,8.2,8,1,0,8,1,6.7,8,1,0,8,1,7.4,8,1,0,8,1
2003/1,-3.6,8,1,0,8,1,1.5,8,1,0,8,1,5.5,8,1,0,8,1,5.9,8,1,0,8,1,5.1,8,1,0,8,1,3.8,8,1,0,8,1,4.2,8,1,0,8,1
2003/2,-3.5,8,1,0,8,1,2.5,8,1,0,8,1,6.4,8,1,0,8,1,8.3,8,1,0,8,1,6.8,8,1,0,8,1,5.9,8,1,0,8,1,6.3,8,1,0,8,1
2003/3,0.7,8,1,0,8,1,4.8,8,1,0,8,1,8.7,8,1,0,8,1,9.9,8,1,0,8,1,8.4,8,1,0,8,1,7.9,8,1,0,8,1,8.3,8,1,0,8,1
2003/4,8.2,8,1,0,8,1,11.1,8,1,1,8,1,15.1,8,1,3,8,1,16.1,8,1,4,8,1,15.9,8,1,2,8,1,14.8,8,1,2,8,1,15.2,8,1,1,8,1
2003/5,12.9,8,1,1,8,1,14.6,8,1,0,8,1,18.8,8,1,7,8,1,20.0,8,1,12,8,1,20.2,8,1,22,8,1,19.1,8,1,12,8,1,19.7,8,1,18,8,1
2003/6,17.1,8,1,7,8,1,19.1,8,1,9,8,1,23.2,8,1,21,8,1,23.2,8,1,26,8,1,23.7,8,1,26,8,1,22.6,8,1,24,8,1,22.8,8,1,23,8,1
2003/7,17.7,8,1,5,8,1,18.4,8,1,4,8,1,22.8,8,1,21,8,1,25.5,8,1,30,8,1,25.3,8,1,29,8,1,23.7,8,1,26,8,1,24.7,8,1,29,8,1
2003/8,20.7,8,1,16,8,1,22.2,8,1,17,8,1,26.0,8,1,26,8,1,27.2,8,1,30,8,1,28.3,8,1,31,8,1,26.9,8,1,30,8,1,27.3,8,1,30,8,1
2003/9,17.5,8,1,5,8,1,20.2,8,1,11,8,1,24.2,8,1,23,8,1,25.6,8,1,28,8,1,25.9,8,1,24,8,1,24.9,8,1,26,8,1,25.0,8,1,27,8,1
2003/10,11.6,8,1,0,8,1,14.5,8,1,0,8,1,17.8,8,1,3,8,1,18.8,8,1,8,8,1,18.1,8,1,6,8,1,16.9,8,1,3,8,1,17.6,8,1,8,8,1
2003/11,6.2,8,1,0,8,1,10.3,8,1,0,8,1,14.4,8,1,0,8,1,16.1,8,1,3,8,1,15.5,8,1,1,8,1,14.5,8,1,0,8,1,14.6,8,1,0,8,1
2003/12,0.0,8,1,0,8,1,5.9,8,1,0,8,1,9.2,8,1,0,8,1,9.3,8,1,0,8,1,9.1,8,1,0,8,1,7.1,8,1,0,8,1,7.4,8,1,0,8,1
2004/1,-2.5,8,1,0,8,1,1.7,8,1,0,8,1,6.3,8,1,0,8,1,6.1,8,1,0,8,1,5.8,8,1,0,8,1,4.3,8,1,0,8,1,4.7,8,1,0,8,1
2004/2,-1.3,8,1,0,8,1,3.1,8,1,0,8,1,8.5,8,1,0,8,1,9.0,8,1,0,8,1,7.9,8,1,0,8,1,6.2,8,1,0,8,1,7.3,8,1,0,8,1
2004/3,0.7,8,1,0,8,1,5.4,8,1,0,8,1,9.8,8,1,0,8,1,10.9,8,1,0,8,1,10.2,8,1,0,8,1,9.1,8,1,0,8,1,9.7,8,1,0,8,1
2004/4,6.6,8,1,0,8,1,10.9,8,1,0,8,1,16.4,8,1,3,8,1,16.2,8,1,5,8,1,16.4,8,1,5,8,1,15.6,8,1,8,8,1,15.5,8,1,3,8,1
2004/5,13.8,8,1,2,8,1,15.3,8,1,1,8,1,19.6,8,1,13,8,1,20.5,8,1,12,8,1,21.1,8,1,19,8,1,20.0,8,1,17,8,1,20.0,8,1,14,8,1
2004/6,18.5,8,1,13,8,1,19.9,8,1,13,8,1,23.7,8,1,24,8,1,24.0,8,1,28,8,1,24.8,8,1,28,8,1,24.0,8,1,27,8,1,24.0,8,1,27,8,1
2004/7,21.3,8,1,16,8,1,23.8,8,1,24,8,1,28.5,8,1,31,8,1,28.7,8,1,31,8,1,29.5,8,1,31,8,1,28.6,8,1,31,8,1,28.9,8,1,31,8,1
2004/8,21.9,8,1,19,8,1,23.6,8,1,25,8,1,27.2,8,1,28,8,1,28.6,8,1,31,8,1,28.4,8,1,31,8,1,27.5,8,1,31,8,1,28.0,8,1,31,8,1
2004/9,18.4,8,1,8,8,1,21.2,8,1,14,8,1,25.1,8,1,26,8,1,24.6,8,1,25,8,1,26.2,8,1,29,8,1,25.0,8,1,27,8,1,24.7,8,1,25,8,1
2004/10,12.5,8,1,0,8,1,14.5,8,1,1,8,1,17.5,8,1,3,8,1,19.0,8,1,5,8,1,19.0,8,1,8,8,1,18.3,8,1,8,8,1,18.1,8,1,8,8,1
2004/11,7.2,8,1,0,8,1,11.8,8,1,0,8,1,15.6,8,1,0,8,1,15.1,8,1,0,8,1,15.2,8,1,0,8,1,14.1,8,1,0,8,1,13.9,8,1,0,8,1
2004/12,-0.8,8,1,0,8,1,5.4,8,1,0,8,1,9.9,8,1,0,8,1,10.7,8,1,0,8,1,10.2,8,1,0,8,1,8.6,8,1,0,8,1,8.8,8,1,0,8,1
2005/1,-3.5,8,1,0,8,1,1.6,8,1,0,8,1,6.1,8,1,0,8,1,6.4,8,1,0,8,1,6.2,8,1,0,8,1,4.6,8,1,0,8,1,5.1,8,1,0,8,1
2005/2,-3.9,8,1,0,8,1,0.8,8,1,0,8,1,6.2,8,1,0,8,1,6.1,8,1,0,8,1,6.1,8,1,0,8,1,4.8,8,1,0,8,1,4.9,8,1,0,8,1
2005/3,0.1,8,1,0,8,1,4.1,8,1,0,8,1,9.0,8,1,0,8,1,9.6,8,1,0,8,1,9.2,8,1,0,8,1,7.8,8,1,0,8,1,8.1,8,1,0,8,1
2005/4,6.2,8,1,0,8,1,11.0,8,1,3,8,1,15.1,8,1,2,8,1,16.7,8,1,7,8,1,16.2,8,1,6,8,1,15.0,8,1,5,8,1,15.6,8,1,3,8,1
2005/5,10.7,8,1,0,8,1,13.4,8,1,1,8,1,17.7,8,1,6,8,1,19.4,8,1,9,8,1,19.5,8,1,13,8,1,18.3,8,1,10,8,1,19.2,8,1,15,8,1
2005/6,18.3,8,1,10,8,1,19.5,8,1,11,8,1,23.2,8,1,22,8,1,24.8,8,1,28,8,1,24.9,8,1,28,8,1,24.0,8,1,27,8,1,24.5,8,1,29,8,1
2005/7,20.1,8,1,16,8,1,21.4,8,1,14,8,1,25.6,8,1,27,8,1,27.6,8,1,31,8,1,27.5,8,1,30,8,1,26.7,8,1,30,8,1,26.9,8,1,29,8,1
2005/8,23.5,8,1,26,8,1,25.0,8,1,28,8,1,28.1,8,1,31,8,1,28.4,8,1,31,8,1,28.7,8,1,31,8,1,28.1,8,1,31,8,1,27.9,8,1,31,8,1
2005/9,18.8,8,1,7,8,1,21.5,8,1,17,8,1,24.7,8,1,24,8,1,26.0,8,1,30,8,1,26.1,8,1,28,8,1,25.5,8,1,28,8,1,25.6,8,1,30,8,1
2005/10,13.2,8,1,0,8,1,16.3,8,1,1,8,1,19.2,8,1,7,8,1,20.5,8,1,15,8,1,19.8,8,1,11,8,1,19.0,8,1,11,8,1,19.3,8,1,14,8,1
2005/11,5.5,8,1,0,8,1,9.5,8,1,0,8,1,13.3,8,1,0,8,1,14.4,8,1,1,8,1,13.7,8,1,0,8,1,11.6,8,1,0,8,1,12.5,8,1,0,8,1
2005/12,-2.6,8,1,0,8,1,1.8,8,1,0,8,1,6.4,8,1,0,8,1,6.0,8,1,0,8,1,5.9,8,1,0,8,1,3.4,8,1,0,8,1,4.0,8,1,0,8,1
2006/1,-4.1,8,1,0,8,1,0.7,8,1,0,8,1,5.1,8,1,0,8,1,6.9,8,1,0,8,1,5.5,8,1,0,8,1,3.8,8,1,0,8,1,5.3,8,1,0,8,1
2006/2,-2.7,8,1,0,8,1,2.2,8,1,0,8,1,6.7,8,1,0,8,1,7.7,8,1,0,8,1,6.7,8,1,0,8,1,5.5,8,1,0,8,1,6.1,8,1,0,8,1
2006/3,1.3,8,1,0,8,1,5.0,8,1,0,8,1,9.8,8,1,0,8,1,10.1,8,1,0,8,1,8.6,8,1,0,8,1,7.8,8,1,0,8,1,8.1,8,1,0,8,1
2006/4,5.2,8,1,0,8,1,9.0,8,1,0,8,1,13.6,8,1,0,8,1,14.6,8,1,1,8,1,13.6,8,1,0,8,1,13.0,8,1,0,8,1,13.2,8,1,0,8,1
2006/5,12.9,8,1,4,8,1,15.2,8,1,0,8,1,19.0,8,1,7,8,1,19.2,8,1,12,8,1,19.7,8,1,16,8,1,18.7,8,1,12,8,1,19.2,8,1,10,8,1
2006/6,15.7,8,1,2,8,1,18.9,8,1,9,8,1,22.5,8,1,15,8,1,23.2,8,1,21,8,1,24.3,8,1,27,8,1,23.3,8,1,24,8,1,23.4,8,1,26,8,1
2006/7,20.6,8,1,18,8,1,21.5,8,1,13,8,1,25.6,8,1,26,8,1,27.3,8,1,30,8,1,27.2,8,1,30,8,1,26.2,8,1,28,8,1,26.6,8,1,30,8,1
2006/8,24.3,8,1,28,8,1,24.5,8,1,28,8,1,27.5,8,1,31,8,1,29.0,8,1,31,8,1,29.8,8,1,31,8,1,28.5,8,1,31,8,1,29.0,8,1,31,8,1
2006/9,18.5,8,1,6,8,1,20.4,8,1,11,8,1,23.5,8,1,20,8,1,23.3,8,1,28,8,1,24.6,8,1,29,8,1,23.9,8,1,26,8,1,23.4,8,1,27,8,1
2006/10,11.7,8,1,0,8,1,15.5,8,1,0,8,1,19.5,8,1,9,8,1,20.6,8,1,16,8,1,20.4,8,1,16,8,1,19.5,8,1,13,8,1,20.1,8,1,19,8,1
2006/11,6.2,8,1,0,8,1,10.1,8,1,0,8,1,14.4,8,1,0,8,1,15.0,8,1,1,8,1,14.8,8,1,0,8,1,13.2,8,1,0,8,1,13.6,8,1,0,8,1
2006/12,-0.5,8,1,0,8,1,4.8,8,1,0,8,1,9.5,8,1,0,8,1,9.5,8,1,0,8,1,9.1,8,1,0,8,1,7.6,8,1,0,8,1,7.9,8,1,0,8,1
2007/1,-1.8,8,1,0,8,1,3.8,8,1,0,8,1,7.6,8,1,0,8,1,7.6,8,1,0,8,1,7.5,8,1,0,8,1,6.1,8,1,0,8,1,6.2,8,1,0,8,1
2007/2,-1.5,8,1,0,8,1,3.9,8,1,0,5,1,8.6,8,1,0,8,1,9.8,8,1,0,8,1,8.7,8,1,0,8,1,7.7,8,1,0,8,1,8.2,8,1,0,8,1
2007/3,0.9,8,1,0,8,1,5.3,8,1,0,8,1,10.8,8,1,0,8,1,11.3,8,1,1,8,1,10.1,8,1,0,8,1,9.0,8,1,0,8,1,9.6,8,1,0,8,1
2007/4,6.3,8,1,0,8,1,9.5,8,1,0,8,1,13.7,8,1,1,8,1,15.1,8,1,1,8,1,14.6,8,1,1,8,1,14.0,8,1,2,8,1,14.0,8,1,1,8,1
2007/5,12.5,8,1,1,8,1,15.4,8,1,2,8,1,19.8,8,1,13,8,1,20.4,8,1,13,8,1,19.8,8,1,12,8,1,19.0,8,1,12,8,1,19.4,8,1,14,8,1
2007/6,18.8,8,1,11,8,1,19.8,8,1,8,8,1,23.2,8,1,23,8,1,23.8,8,1,25,8,1,23.6,8,1,24,8,1,23.1,8,1,24,8,1,23.4,8,1,25,8,1
2007/7,19.6,8,1,9,8,1,20.9,8,1,11,8,1,24.4,8,1,26,8,1,26.3,8,1,29,8,1,25.9,8,1,29,8,1,25.2,8,1,27,8,1,25.7,8,1,28,8,1
2007/8,23.5,8,1,24,8,1,25.6,8,1,27,8,1,29.0,8,1,31,8,1,29.4,8,1,31,8,1,29.9,8,1,31,8,1,29.1,8,1,31,8,1,28.8,8,1,31,8,1
2007/9,19.1,8,1,9,8,1,22.3,8,1,19,8,1,25.2,8,1,25,8,1,27.0,8,1,30,8,1,27.2,8,1,28,8,1,26.1,8,1,28,8,1,27.0,8,1,29,8,1
2007/10,11.7,8,1,0,8,1,16.0,8,1,0,8,1,19.0,8,1,4,8,1,20.9,8,1,13,8,1,20.0,8,1,13,8,1,19.1,8,1,6,8,1,20.0,8,1,15,8,1
2007/11,3.9,8,1,0,8,1,9.2,8,1,0,8,1,13.3,8,1,0,8,1,14.1,8,1,0,8,1,13.7,8,1,0,8,1,12.5,8,1,0,8,1,12.8,8,1,0,8,1
2007/12,-0.6,8,1,0,8,1,4.9,8,1,0,8,1,9.0,8,1,0,8,1,9.8,8,1,0,8,1,9.6,8,1,0,8,1,8.0,8,1,0,8,1,8.3,8,1,0,8,1
2008/1,-4.3,8,1,0,8,1,1.3,8,1,0,5,1,5.9,8,1,0,8,1,7.5,8,1,0,8,1,5.8,8,1,0,8,1,5.1,8,1,0,8,1,5.4,8,1,0,8,1
2008/2,-3.4,8,1,0,8,1,1.6,8,1,0,8,1,5.5,8,1,0,8,1,6.3,8,1,0,8,1,5.1,8,1,0,8,1,4.0,8,1,0,8,1,4.4,8,1,0,8,1
2008/3,3.3,8,1,0,8,1,6.6,8,1,0,8,1,10.7,8,1,0,8,1,10.7,8,1,0,8,1,10.8,8,1,0,8,1,10.4,8,1,0,8,1,9.8,8,1,0,8,1
2008/4,9.4,8,1,0,8,1,11.1,8,1,0,8,1,14.7,8,1,1,8,1,15.0,8,1,2,8,1,15.4,8,1,2,8,1,15.3,8,1,3,8,1,14.9,8,1,2,8,1
2008/5,12.4,8,1,2,8,1,14.8,8,1,2,8,1,18.5,8,1,8,8,1,19.4,8,1,14,8,1,20.0,8,1,17,8,1,19.6,8,1,15,8,1,19.4,8,1,16,8,1
2008/6,17.0,8,1,4,8,1,18.5,8,1,8,8,1,21.3,8,1,15,8,1,22.2,8,1,17,8,1,23.1,8,1,25,8,1,22.4,8,1,24,8,1,22.7,8,1,24,8,1
2008/7,21.4,8,1,22,8,1,22.9,8,1,19,8,1,27.0,8,1,31,8,1,29.0,8,1,31,8,1,28.7,8,1,31,8,1,28.2,8,1,30,8,1,28.5,8,1,30,8,1
2008/8,21.2,8,1,15,8,1,23.1,8,1,24,8,1,26.8,8,1,28,8,1,27.6,8,1,30,8,1,28.4,8,1,31,8,1,28.1,8,1,29,8,1,27.9,8,1,31,8,1
2008/9,19.2,8,1,15,8,1,21.0,8,1,15,8,1,24.4,8,1,25,8,1,25.0,8,1,28,8,1,24.5,8,1,26,8,1,24.3,8,1,24,8,1,24.9,8,1,26,8,1
2008/10,12.9,8,1,0,8,1,16.2,8,1,0,8,1,19.4,8,1,1,8,1,20.3,8,1,15,8,1,19.6,8,1,15,8,1,19.0,8,1,13,8,1,19.1,8,1,18,8,1
2008/11,4.6,8,1,0,8,1,9.4,8,1,0,8,1,13.1,8,1,0,8,1,13.4,8,1,0,8,1,13.4,8,1,0,8,1,12.2,8,1,0,8,1,12.0,8,1,0,8,1
2008/12,0.8,8,1,0,8,1,5.5,8,1,0,8,1,9.8,8,1,0,8,1,9.1,8,1,0,8,1,9.1,8,1,0,8,1,8.0,8,1,0,8,1,7.8,8,1,0,8,1
2009/1,-1.3,8,1,0,8,1,2.9,8,1,0,8,1,6.8,8,1,0,8,1,6.4,8,1,0,8,1,6.5,8,1,0,8,1,5.3,8,1,0,8,1,5.2,8,1,0,8,1
2009/2,-2.2,8,1,0,8,1,3.2,8,1,0,8,1,7.8,8,1,0,8,1,9.8,8,1,0,8,1,7.9,8,1,0,8,1,7.3,8,1,0,8,1,7.8,8,1,0,8,1
2009/3,1.5,8,1,0,8,1,5.5,8,1,0,8,1,10.0,8,1,0,8,1,11.7,8,1,0,8,1,9.7,8,1,0,8,1,9.5,8,1,0,8,1,9.7,8,1,0,8,1
2009/4,7.7,8,1,0,8,1,11.5,8,1,1,8,1,15.7,8,1,1,8,1,15.6,8,1,3,8,1,15.5,8,1,4,8,1,15.4,8,1,5,8,1,15.1,8,1,2,8,1
2009/5,13.9,8,1,1,8,1,16.5,8,1,3,8,1,20.1,8,1,9,8,1,19.9,8,1,12,8,1,19.7,8,1,12,8,1,19.9,8,1,18,8,1,19.8,8,1,18,8,1
2009/6,17.5,8,1,8,8,1,19.2,8,1,7,8,1,22.5,8,1,16,8,1,23.6,8,1,24,8,1,24.0,8,1,28,8,1,23.3,8,1,28,8,1,23.3,8,1,26,8,1
2009/7,19.7,8,1,8,8,1,22.7,8,1,19,8,1,26.3,8,1,28,8,1,26.8,8,1,31,8,1,27.3,8,1,31,8,1,26.4,8,1,31,8,1,25.8,8,1,29,8,1
2009/8,21.5,8,1,16,8,1,22.9,8,1,25,8,1,26.6,8,1,30,8,1,27.6,8,1,31,8,1,28.0,8,1,31,8,1,27.3,8,1,30,8,1,27.5,8,1,31,8,1
2009/9,17.8,8,1,4,8,1,19.9,8,1,14,8,1,23.0,8,1,21,8,1,24.4,8,1,28,8,1,24.5,8,1,28,8,1,24.1,8,1,27,8,1,24.2,8,1,27,8,1
2009/10,12.5,8,1,0,8,1,15.6,8,1,0,8,1,19.0,8,1,5,8,1,19.7,8,1,10,8,1,19.2,8,1,6,8,1,18.5,8,1,4,8,1,18.5,8,1,3,8,1
2009/11,5.1,8,1,0,8,1,10.4,8,1,0,8,1,13.5,8,1,1,8,1,13.7,8,1,3,8,1,13.6,8,1,1,8,1,12.9,8,1,1,8,1,12.7,8,1,0,8,1
2009/12,-0.7,8,1,0,8,1,4.9,8,1,0,8,1,9.0,8,1,0,8,1,8.9,8,1,0,8,1,8.7,8,1,0,8,1,7.6,8,1,0,8,1,7.2,8,1,0,8,1
2010/1,-2.0,8,1,0,8,1,2.8,8,1,0,8,1,7.0,8,1,0,8,1,6.6,8,1,0,8,1,6.1,8,1,0,8,1,4.6,8,1,0,8,1,5.2,8,1,0,8,1
2010/2,-3.2,8,1,0,8,1,2.1,8,1,0,8,1,6.5,8,1,0,8,1,9.4,5,1,0,5,1,7.8,8,1,0,8,1,7.0,8,1,0,8,1,7.6,8,1,0,8,1
2010/3,-0.1,8,1,0,8,1,4.4,8,1,0,8,1,9.1,8,1,0,8,1,10.9,8,1,0,8,1,9.6,8,1,0,8,1,9.1,8,1,0,8,1,9.1,8,1,0,8,1
2010/4,5.5,8,1,0,8,1,8.2,8,1,0,8,1,12.4,8,1,1,8,1,13.8,8,1,0,8,1,13.6,8,1,0,8,1,13.3,8,1,0,8,1,13.0,8,1,0,8,1
2010/5,12.2,8,1,0,8,1,14.7,8,1,4,8,1,19.0,8,1,8,8,1,19.2,8,1,10,8,1,18.8,8,1,14,8,1,18.7,8,1,13,8,1,18.5,8,1,10,8,1
2010/6,19.2,8,1,15,8,1,20.4,8,1,15,8,1,23.6,8,1,24,8,1,23.5,8,1,28,8,1,23.9,8,1,26,8,1,23.9,8,1,27,8,1,23.3,8,1,25,8,1
2010/7,22.1,8,1,17,8,1,25.3,8,1,28,8,1,28.0,8,1,31,8,1,27.7,8,1,31,8,1,27.9,8,1,31,8,1,27.8,8,1,31,8,1,27.2,8,1,31,8,1
2010/8,24.8,8,1,30,8,1,27.2,8,1,31,8,1,29.6,8,1,31,8,1,30.3,8,1,31,8,1,30.5,8,1,31,8,1,29.4,8,1,31,8,1,30.3,8,1,31,8,1
2010/9,20.0,8,1,17,8,1,21.7,8,1,14,8,1,25.1,8,1,22,8,1,26.3,8,1,27,8,1,26.7,8,1,28,8,1,26.1,8,1,27,8,1,26.2,8,1,29,8,1
2010/10,12.2,8,1,0,8,1,16.2,8,1,4,8,1,18.9,8,1,6,8,1,20.0,8,1,12,8,1,19.9,8,1,15,8,1,19.4,8,1,14,8,1,19.2,8,1,16,8,1
2010/11,5.9,8,1,0,8,1,10.1,8,1,0,8,1,13.5,8,1,0,8,1,13.2,8,1,0,8,1,13.2,8,1,0,8,1,12.1,8,1,0,8,1,12.0,8,1,0,8,1
2010/12,0.6,8,1,0,8,1,5.7,8,1,0,8,1,9.9,8,1,0,8,1,8.8,8,1,0,8,1,9.0,8,1,0,8,1,7.9,8,1,0,8,1,7.3,8,1,0,8,1
2011/1,-3.8,8,1,0,8,1,0.5,8,1,0,8,1,5.1,8,1,0,8,1,3.8,8,1,0,8,1,4.4,8,1,0,8,1,2.8,8,1,0,8,1,2.9,8,1,0,8,1
2011/2,-1.1,8,1,0,8,1,3.2,8,1,0,8,1,7.0,8,1,0,8,1,8.2,8,1,0,8,1,7.4,8,1,0,8,1,6.6,8,1,0,8,1,6.6,8,1,0,8,1
2011/3,0.7,5,1,0,5,1,3.8,5,1,0,5,1,8.1,8,1,0,8,1,8.8,5,1,0,5,1,8.1,8,1,0,5,1,7.5,5,1,0,5,1,7.2,8,1,0,8,1
2011/4,6.9,8,1,0,8,1,10.0,8,1,0,8,1,14.5,8,1,0,8,1,14.7,8,1,2,8,1,13.8,8,1,1,8,1,13.3,8,1,0,8,1,13.4,8,1,0,8,1
2011/5,11.1,8,1,0,8,1,15.6,8,1,3,8,1,18.5,8,1,8,8,1,19.8,8,1,9,8,1,19.6,8,1,11,8,1,19.0,8,1,10,8,1,19.5,8,1,12,8,1
2011/6,17.3,8,1,9,8,1,20.6,8,1,15,8,1,22.8,8,1,15,8,1,23.9,8,1,21,8,1,24.2,8,1,22,8,1,23.8,8,1,22,8,1,23.6,8,1,21,8,1
2011/7,21.8,8,1,19,8,1,24.8,8,1,26,8,1,27.3,8,1,29,8,1,27.9,8,1,30,8,1,27.8,8,1,31,8,1,27.5,8,1,30,8,1,27.6,8,1,31,8,1
2011/8,23.6,8,1,28,8,1,24.9,8,1,25,8,1,27.5,8,1,29,8,1,28.5,8,1,31,8,1,28.9,8,1,31,8,1,28.3,8,1,31,8,1,28.2,8,1,31,8,1
2011/9,19.2,8,1,9,8,1,22.1,8,1,18,8,1,25.1,8,1,23,8,1,25.2,8,1,26,8,1,25.2,8,1,27,8,1,25.1,8,1,28,8,1,24.9,8,1,27,8,1
